user_id,signup_date,cohort_month,country,device_type,traffic_source,email_verified,workspace_created,onboarding_completed,first_feature_used,feature_usage_count,total_sessions,login_frequency,avg_session_duration,subscription_type,plan_type,subscription_date,monthly_revenue,retention_days,last_login_date,churn_status,active_status
3248,2025-07-04,2025-07,USA,Desktop,Email Campaign,False,False,False,,0,0,Rare,38.2,Free,Free,,0,304,2025-12-19,Churned,Inactive User
3249,2025-11-13,2025-11,UK,Mobile,Email Campaign,False,False,False,,0,0,Rare,84.42,Premium,Pro,2025-11-19,50,2,2025-12-15,Churned,Inactive User
3250,2025-07-08,2025-07,Germany,Mobile,LinkedIn,True,False,False,,0,0,Rare,32.14,Free,Free,,0,360,2026-03-05,Churned,Inactive User
3251,2025-11-02,2025-11,Canada,Tablet,Google Ads,False,False,False,,0,0,Rare,42.07,Free,Free,,0,288,2026-04-23,Active,Active User
3252,2025-12-24,2025-12,USA,Desktop,Referral,True,True,True,Calendar Integration,161,33,Weekly,9.49,Free,Free,,0,194,2026-05-06,Active,Active User
3253,2025-10-06,2025-10,India,Desktop,Google Ads,True,True,True,Calendar Integration,179,48,Weekly,89.65,Premium,Pro,2025-10-11,20,272,2026-02-17,Churned,Inactive User
3254,2026-03-25,2026-03,USA,Mobile,Direct,True,True,True,File Sharing,186,158,Daily,32.63,Free,Free,,0,97,2026-02-02,Churned,Inactive User
3255,2025-11-04,2025-11,Australia,Tablet,Organic Search,True,True,False,,0,0,Rare,25.65,Free,Free,,0,26,2026-04-29,Active,Active User
3256,2025-06-29,2025-06,Australia,Desktop,Direct,True,True,True,File Sharing,29,351,Weekly,43.93,Free,Free,,0,293,2026-05-09,Active,Active User
3257,2025-08-05,2025-08,Germany,Tablet,Email Campaign,True,True,False,,0,0,Rare,37.06,Free,Free,,0,5,2026-02-28,Churned,Inactive User
3258,2025-06-16,2025-06,UK,Tablet,LinkedIn,True,False,False,,0,0,Rare,43.37,Free,Free,,0,81,2026-04-28,Active,Active User
3259,2025-11-09,2025-11,Australia,Tablet,LinkedIn,True,True,True,Team Collaboration,115,315,Daily,43.82,Premium,Pro,2025-12-30,50,258,2026-03-14,Churned,Inactive User
3260,2025-08-08,2025-08,India,Desktop,Organic Search,True,True,True,Workflow Automation,43,166,Monthly,85.11,Premium,Enterprise,2025-09-08,10,340,2026-03-28,Churned,Inactive User
3261,2026-05-02,2026-05,Germany,Desktop,Referral,True,True,False,,0,0,Rare,30.24,Free,Free,,0,260,2026-05-03,Active,Active User
3262,2026-03-15,2026-03,India,Mobile,Email Campaign,True,True,True,Task Management,31,329,Daily,86.49,Premium,Pro,2026-05-12,20,340,2026-04-06,Churned,Inactive User
3263,2025-11-14,2025-11,UK,Mobile,LinkedIn,True,True,True,Analytics Dashboard,54,63,Weekly,26.61,Free,Free,,0,220,2026-05-12,Active,Active User
3264,2026-05-14,2026-05,Australia,Desktop,Organic Search,True,True,True,Team Collaboration,153,43,Daily,5.96,Free,Free,,0,167,2026-04-16,Churned,Inactive User
3265,2025-07-28,2025-07,Canada,Mobile,Email Campaign,False,False,False,,0,0,Rare,43.66,Free,Free,,0,363,2025-12-27,Churned,Inactive User
3266,2025-11-30,2025-11,Canada,Desktop,Referral,True,False,False,,0,0,Rare,39.43,Free,Free,,0,91,2026-05-08,Active,Active User
3267,2026-04-28,2026-04,Canada,Desktop,Organic Search,False,False,False,,0,0,Rare,30.74,Free,Free,,0,180,2026-04-23,Active,Active User
3268,2025-11-03,2025-11,India,Tablet,Google Ads,True,True,True,Calendar Integration,161,403,Monthly,52.16,Premium,Pro,2025-12-22,10,78,2026-05-16,Active,Active User
3269,2025-09-30,2025-09,India,Mobile,Google Ads,True,True,True,Team Collaboration,140,168,Daily,41.68,Free,Free,,0,122,2026-03-18,Churned,Inactive User
3270,2025-07-05,2025-07,Germany,Tablet,Direct,True,True,False,,0,0,Rare,44.63,Free,Free,,0,140,2026-05-18,Active,Active User
3271,2026-01-18,2026-01,USA,Tablet,Email Campaign,True,False,False,,0,0,Rare,19.62,Free,Free,,0,233,2026-05-01,Active,Active User
3272,2026-05-07,2026-05,USA,Tablet,Email Campaign,True,True,True,File Sharing,159,105,Daily,36.67,Free,Free,,0,300,2025-12-15,Churned,Inactive User
3273,2026-03-28,2026-03,Canada,Desktop,Email Campaign,True,True,True,File Sharing,14,243,Monthly,10.49,Free,Free,,0,93,2026-05-15,Active,Active User
3274,2026-03-28,2026-03,UK,Desktop,LinkedIn,True,False,False,,0,0,Rare,15.31,Free,Free,,0,130,2026-04-29,Active,Active User
3275,2025-11-07,2025-11,India,Tablet,Email Campaign,True,True,True,Task Management,167,69,Monthly,38.39,Free,Free,,0,92,2026-05-08,Active,Active User
3276,2026-02-02,2026-02,Canada,Mobile,Referral,True,True,True,Workflow Automation,55,337,Daily,23.72,Free,Free,,0,72,2026-04-28,Active,Active User
3277,2025-12-11,2025-12,USA,Tablet,Google Ads,True,True,True,Calendar Integration,173,243,Weekly,14.75,Free,Free,,0,129,2026-03-30,Churned,Inactive User
3278,2025-11-12,2025-11,UK,Tablet,Organic Search,True,True,True,Analytics Dashboard,99,53,Daily,24.46,Free,Free,,0,39,2026-04-09,Churned,Inactive User
3279,2026-05-03,2026-05,USA,Mobile,LinkedIn,True,False,False,,0,0,Rare,35.59,Free,Free,,0,116,2026-05-10,Active,Active User
3280,2026-02-16,2026-02,USA,Mobile,Email Campaign,True,False,False,,0,0,Rare,21.35,Free,Free,,0,356,2026-05-17,Active,Active User
3281,2026-04-14,2026-04,India,Desktop,Organic Search,True,False,False,,0,0,Rare,15.27,Free,Free,,0,319,2026-05-09,Active,Active User
3282,2025-06-14,2025-06,USA,Desktop,Google Ads,True,False,False,,0,0,Rare,26.71,Free,Free,,0,45,2026-03-13,Churned,Inactive User
3283,2025-06-07,2025-06,India,Desktop,LinkedIn,True,True,False,,0,0,Rare,8.68,Free,Free,,0,217,2026-03-05,Churned,Inactive User
3284,2025-08-04,2025-08,Germany,Tablet,Organic Search,True,True,True,Task Management,159,393,Daily,17.5,Free,Free,,0,81,2026-05-21,Active,Active User
3285,2026-01-17,2026-01,Germany,Mobile,Organic Search,True,True,True,Calendar Integration,151,112,Daily,23.17,Free,Free,,0,20,2026-01-03,Churned,Inactive User
3286,2025-12-23,2025-12,Germany,Desktop,Direct,True,True,True,Workflow Automation,111,136,Daily,13.16,Free,Free,,0,20,2026-04-01,Churned,Inactive User
3287,2025-11-07,2025-11,UK,Tablet,Organic Search,True,False,False,,0,0,Rare,32.57,Free,Free,,0,331,2026-03-23,Churned,Inactive User
3288,2025-11-14,2025-11,Germany,Mobile,Referral,True,True,False,,0,0,Rare,33.34,Premium,Basic,2025-12-30,10,176,2026-05-21,Active,Active User
3289,2025-09-15,2025-09,India,Mobile,Email Campaign,False,False,False,,0,0,Rare,64.81,Premium,Enterprise,2025-10-19,20,322,2026-04-13,Churned,Inactive User
3290,2025-12-23,2025-12,Canada,Desktop,Referral,False,False,False,,0,0,Rare,20.9,Free,Free,,0,148,2026-04-27,Active,Active User
3291,2025-07-10,2025-07,UK,Mobile,Organic Search,True,False,False,,0,0,Rare,7.21,Free,Free,,0,154,2026-05-11,Active,Active User
3292,2025-06-17,2025-06,UK,Tablet,Referral,True,True,True,File Sharing,67,294,Daily,33.11,Free,Free,,0,272,2026-05-15,Active,Active User
3293,2026-04-19,2026-04,USA,Mobile,Direct,True,True,False,,0,0,Rare,17.1,Free,Free,,0,35,2026-05-04,Active,Active User
3294,2025-08-10,2025-08,India,Mobile,Direct,True,True,True,Team Collaboration,169,457,Daily,41.05,Premium,Enterprise,2025-09-09,20,151,2026-05-10,Active,Active User
3295,2025-10-26,2025-10,Germany,Mobile,Organic Search,True,False,False,,0,0,Rare,44.87,Free,Free,,0,150,2026-05-01,Active,Active User
3296,2025-09-06,2025-09,Germany,Mobile,LinkedIn,True,True,True,Task Management,76,324,Daily,18.09,Free,Free,,0,340,2026-05-21,Active,Active User
3297,2025-08-19,2025-08,Australia,Tablet,Google Ads,True,True,True,File Sharing,72,132,Monthly,36.66,Free,Free,,0,22,2026-01-28,Churned,Inactive User
3298,2025-06-29,2025-06,India,Tablet,Referral,True,True,True,Calendar Integration,187,313,Weekly,29.72,Free,Free,,0,262,2026-05-16,Active,Active User
3299,2026-04-10,2026-04,Australia,Mobile,Email Campaign,True,False,False,,0,0,Rare,13.29,Free,Free,,0,31,2026-02-08,Churned,Inactive User
3300,2025-08-21,2025-08,USA,Mobile,Direct,True,False,False,,0,0,Rare,10.03,Free,Free,,0,346,2026-05-04,Active,Active User
3301,2025-07-25,2025-07,Australia,Mobile,LinkedIn,False,False,False,,0,0,Rare,63.72,Premium,Basic,2025-09-06,50,167,2026-03-03,Churned,Inactive User
3302,2025-06-05,2025-06,Australia,Desktop,LinkedIn,False,False,False,,0,0,Rare,21.57,Free,Free,,0,153,2026-02-23,Churned,Inactive User
3303,2025-07-11,2025-07,Germany,Desktop,Organic Search,True,True,True,Task Management,39,379,Weekly,16.03,Free,Free,,0,101,2026-04-28,Active,Active User
3304,2025-12-11,2025-12,USA,Tablet,Direct,False,False,False,,0,0,Rare,45.99,Premium,Pro,2026-01-10,30,159,2026-05-14,Active,Active User
3305,2025-08-18,2025-08,Australia,Tablet,Referral,True,False,False,,0,0,Rare,19.81,Free,Free,,0,87,2026-05-16,Active,Active User
3306,2025-06-29,2025-06,Canada,Tablet,Organic Search,True,True,True,Calendar Integration,176,41,Weekly,8.02,Free,Free,,0,216,2026-04-11,Churned,Inactive User
3307,2025-07-02,2025-07,USA,Mobile,LinkedIn,False,False,False,,0,0,Rare,12.14,Free,Free,,0,246,2026-04-18,Churned,Inactive User
3308,2026-02-08,2026-02,Australia,Desktop,Referral,True,False,False,,0,0,Rare,31.89,Premium,Pro,2026-03-05,20,179,2026-02-28,Churned,Inactive User
3309,2026-03-31,2026-03,USA,Mobile,LinkedIn,True,True,True,File Sharing,173,302,Weekly,41.87,Free,Free,,0,296,2026-05-13,Active,Active User
3310,2025-08-16,2025-08,Australia,Desktop,Email Campaign,True,True,False,,0,0,Rare,36.39,Free,Free,,0,12,2026-05-16,Active,Active User
3311,2025-06-02,2025-06,USA,Desktop,LinkedIn,True,True,False,,0,0,Rare,33.23,Free,Free,,0,297,2026-04-25,Active,Active User
3312,2025-11-09,2025-11,USA,Tablet,Google Ads,True,True,False,,0,0,Rare,11.87,Free,Free,,0,310,2026-04-28,Active,Active User
3313,2025-10-13,2025-10,Canada,Desktop,Google Ads,True,True,False,,0,0,Rare,61.54,Premium,Enterprise,2025-12-09,10,321,2026-05-02,Active,Active User
3314,2025-06-28,2025-06,UK,Desktop,Google Ads,False,False,False,,0,0,Rare,43.28,Premium,Enterprise,2025-07-19,30,177,2026-05-14,Active,Active User
3315,2026-01-24,2026-01,Germany,Desktop,Email Campaign,True,True,True,Calendar Integration,170,222,Daily,41.53,Free,Free,,0,23,2026-02-23,Churned,Inactive User
3316,2025-12-05,2025-12,India,Tablet,Google Ads,False,False,False,,0,0,Rare,16.53,Free,Free,,0,54,2026-04-29,Active,Active User
3317,2025-08-10,2025-08,Canada,Desktop,Organic Search,True,True,True,Workflow Automation,177,490,Daily,10.37,Free,Free,,0,227,2026-05-20,Active,Active User
3318,2026-05-15,2026-05,UK,Mobile,LinkedIn,True,True,False,,0,0,Rare,50.99,Premium,Basic,2026-07-02,50,196,2025-12-12,Churned,Inactive User
3319,2026-05-11,2026-05,Australia,Mobile,Direct,True,False,False,,0,0,Rare,11.6,Free,Free,,0,137,2026-04-27,Active,Active User
3320,2025-07-26,2025-07,Germany,Tablet,Referral,True,True,True,Team Collaboration,169,118,Monthly,20.47,Free,Free,,0,119,2026-04-28,Active,Active User
3321,2025-05-27,2025-05,UK,Mobile,Organic Search,False,False,False,,0,0,Rare,60.54,Premium,Pro,2025-06-08,50,222,2026-05-02,Active,Active User
3322,2026-03-10,2026-03,Germany,Desktop,LinkedIn,True,False,False,,0,0,Rare,43.86,Free,Free,,0,37,2026-05-08,Active,Active User
3323,2026-03-17,2026-03,Australia,Tablet,LinkedIn,False,False,False,,0,0,Rare,30.1,Free,Free,,0,137,2026-05-12,Active,Active User
3324,2025-06-12,2025-06,Germany,Mobile,Google Ads,True,True,True,Analytics Dashboard,112,449,Daily,16.57,Free,Free,,0,314,2026-05-04,Active,Active User
3325,2026-05-18,2026-05,Germany,Mobile,Google Ads,False,False,False,,0,0,Rare,9.73,Free,Free,,0,229,2026-01-27,Churned,Inactive User
3326,2026-03-31,2026-03,Australia,Desktop,Direct,True,True,True,Task Management,40,151,Daily,17.6,Free,Free,,0,144,2026-05-17,Active,Active User
3327,2026-01-05,2026-01,UK,Mobile,Referral,True,True,False,,0,0,Rare,6.84,Free,Free,,0,346,2026-04-27,Active,Active User
3328,2025-11-19,2025-11,UK,Desktop,Referral,True,False,False,,0,0,Rare,38.3,Free,Free,,0,362,2026-05-04,Active,Active User
3329,2026-03-24,2026-03,UK,Tablet,Organic Search,True,True,False,,0,0,Rare,9.71,Free,Free,,0,173,2026-03-04,Churned,Inactive User
3330,2025-06-30,2025-06,USA,Mobile,Direct,True,True,True,Analytics Dashboard,66,394,Weekly,38.82,Free,Free,,0,286,2026-01-09,Churned,Inactive User
3331,2025-10-21,2025-10,UK,Mobile,Referral,True,True,False,,0,0,Rare,26.24,Free,Free,,0,333,2026-05-10,Active,Active User
3332,2025-06-22,2025-06,India,Tablet,Direct,True,True,True,File Sharing,146,436,Daily,32.89,Premium,Basic,2025-06-25,50,217,2026-05-20,Active,Active User
3333,2025-12-28,2025-12,India,Tablet,Organic Search,True,True,True,Task Management,143,287,Weekly,15.81,Free,Free,,0,215,2025-12-23,Churned,Inactive User
3334,2026-05-12,2026-05,Australia,Desktop,Referral,True,True,True,Workflow Automation,112,364,Weekly,13.21,Free,Free,,0,348,2026-04-24,Active,Active User
3335,2026-01-05,2026-01,Australia,Desktop,Email Campaign,True,False,False,,0,0,Rare,73.18,Premium,Basic,2026-01-10,30,25,2026-04-26,Active,Active User
3336,2025-08-18,2025-08,India,Desktop,Direct,True,True,True,Calendar Integration,71,329,Weekly,11.75,Free,Free,,0,327,2026-02-19,Churned,Inactive User
3337,2025-10-03,2025-10,Australia,Mobile,Organic Search,True,False,False,,0,0,Rare,37.86,Free,Free,,0,96,2026-05-16,Active,Active User
3338,2025-09-17,2025-09,Germany,Desktop,LinkedIn,True,False,False,,0,0,Rare,41.87,Free,Free,,0,77,2026-05-01,Active,Active User
3339,2025-07-09,2025-07,UK,Mobile,Email Campaign,True,False,False,,0,0,Rare,27.4,Free,Free,,0,9,2026-05-12,Active,Active User
3340,2026-04-06,2026-04,Germany,Mobile,Organic Search,False,False,False,,0,0,Rare,15.07,Free,Free,,0,275,2026-03-22,Churned,Inactive User
3341,2025-09-30,2025-09,Australia,Desktop,Organic Search,False,False,False,,0,0,Rare,48.06,Premium,Basic,2025-11-15,50,299,2026-01-11,Churned,Inactive User
3342,2025-05-21,2025-05,USA,Tablet,Email Campaign,True,True,False,,0,0,Rare,26.73,Free,Free,,0,309,2026-05-14,Active,Active User
3343,2025-07-25,2025-07,Germany,Desktop,Direct,False,False,False,,0,0,Rare,25.47,Free,Free,,0,64,2026-04-24,Active,Active User
3344,2026-01-13,2026-01,Canada,Mobile,Email Campaign,True,True,True,Task Management,7,78,Monthly,41.33,Free,Free,,0,83,2026-05-04,Active,Active User
3345,2025-11-03,2025-11,Germany,Desktop,Direct,True,False,False,,0,0,Rare,22.52,Free,Free,,0,194,2026-04-17,Churned,Inactive User
3346,2026-04-11,2026-04,UK,Desktop,Google Ads,True,True,False,,0,0,Rare,21.1,Free,Free,,0,187,2026-05-07,Active,Active User
3347,2026-04-28,2026-04,Germany,Mobile,Referral,True,True,True,Analytics Dashboard,55,269,Daily,32.79,Free,Free,,0,263,2025-11-28,Churned,Inactive User
3348,2025-10-18,2025-10,Australia,Mobile,Referral,False,False,False,,0,0,Rare,22.01,Free,Free,,0,36,2026-05-10,Active,Active User
3349,2025-10-31,2025-10,Australia,Desktop,Organic Search,True,True,False,,0,0,Rare,9.48,Free,Free,,0,350,2026-05-10,Active,Active User
3350,2025-10-12,2025-10,USA,Desktop,Google Ads,False,False,False,,0,0,Rare,29.09,Free,Free,,0,107,2026-05-20,Active,Active User
3351,2025-09-23,2025-09,Canada,Desktop,Direct,False,False,False,,0,0,Rare,43.14,Free,Free,,0,80,2026-05-18,Active,Active User
3352,2026-05-20,2026-05,Canada,Mobile,Referral,False,False,False,,0,0,Rare,36.18,Free,Free,,0,104,2026-05-13,Active,Active User
3353,2025-08-28,2025-08,India,Desktop,Referral,True,True,True,Task Management,50,228,Weekly,29.64,Free,Free,,0,40,2026-05-20,Active,Active User
3354,2025-11-27,2025-11,UK,Mobile,Organic Search,True,True,True,Team Collaboration,139,494,Weekly,30.92,Free,Free,,0,182,2026-04-25,Active,Active User
3355,2026-02-28,2026-02,Germany,Tablet,Referral,True,True,True,Calendar Integration,171,331,Weekly,35.44,Free,Free,,0,191,2026-04-25,Active,Active User
3356,2026-05-19,2026-05,India,Mobile,LinkedIn,True,False,False,,0,0,Rare,19.56,Free,Free,,0,193,2026-04-24,Active,Active User
3357,2026-04-27,2026-04,India,Desktop,Email Campaign,True,False,False,,0,0,Rare,28.92,Free,Free,,0,193,2026-05-03,Active,Active User
3358,2025-07-13,2025-07,UK,Desktop,Email Campaign,True,True,False,,0,0,Rare,6.77,Free,Free,,0,264,2026-05-09,Active,Active User
3359,2025-09-08,2025-09,Germany,Tablet,Email Campaign,False,False,False,,0,0,Rare,37.58,Free,Free,,0,134,2026-05-05,Active,Active User
3360,2025-11-02,2025-11,India,Tablet,Organic Search,False,False,False,,0,0,Rare,38.24,Free,Free,,0,215,2026-05-07,Active,Active User
3361,2026-01-06,2026-01,USA,Tablet,Email Campaign,True,True,False,,0,0,Rare,38.44,Free,Free,,0,40,2026-04-26,Active,Active User
3362,2026-02-23,2026-02,UK,Mobile,Organic Search,False,False,False,,0,0,Rare,64.56,Premium,Pro,2026-03-11,10,53,2026-05-05,Active,Active User
3363,2025-12-04,2025-12,Australia,Mobile,Google Ads,True,True,True,Task Management,183,379,Daily,78.89,Premium,Basic,2026-01-02,20,328,2026-04-24,Active,Active User
3364,2025-10-03,2025-10,UK,Mobile,Email Campaign,True,True,True,Team Collaboration,143,471,Daily,15.72,Free,Free,,0,156,2026-05-17,Active,Active User
3365,2025-06-02,2025-06,India,Tablet,LinkedIn,True,False,False,,0,0,Rare,5.78,Free,Free,,0,177,2026-05-01,Active,Active User
3366,2025-10-18,2025-10,Germany,Tablet,Google Ads,True,True,True,Calendar Integration,37,74,Daily,27.2,Free,Free,,0,164,2026-05-21,Active,Active User
3367,2026-02-26,2026-02,Australia,Desktop,LinkedIn,True,False,False,,0,0,Rare,43.09,Free,Free,,0,320,2026-05-04,Active,Active User
3368,2025-12-13,2025-12,UK,Mobile,Referral,True,True,True,Task Management,98,249,Weekly,33.81,Free,Free,,0,167,2026-04-25,Active,Active User
3369,2025-07-14,2025-07,UK,Desktop,Email Campaign,True,True,True,Calendar Integration,108,337,Daily,16.77,Free,Free,,0,232,2026-05-05,Active,Active User
3370,2026-04-10,2026-04,Australia,Tablet,LinkedIn,True,True,False,,0,0,Rare,7.43,Free,Free,,0,288,2026-04-25,Active,Active User
3371,2025-05-24,2025-05,Canada,Mobile,Organic Search,True,False,False,,0,0,Rare,14.36,Free,Free,,0,100,2025-11-24,Churned,Inactive User
3372,2025-11-24,2025-11,India,Desktop,LinkedIn,True,False,False,,0,0,Rare,28.94,Free,Free,,0,101,2026-04-26,Active,Active User
3373,2026-01-20,2026-01,USA,Mobile,Organic Search,True,True,True,Task Management,198,395,Weekly,26.0,Free,Free,,0,360,2026-04-22,Active,Active User
3374,2025-11-20,2025-11,Germany,Desktop,Organic Search,True,True,True,Task Management,106,130,Monthly,31.47,Free,Free,,0,50,2026-05-21,Active,Active User
3375,2025-10-08,2025-10,UK,Desktop,Referral,False,False,False,,0,0,Rare,43.79,Premium,Enterprise,2025-10-09,30,81,2026-03-31,Churned,Inactive User
3376,2026-02-01,2026-02,Germany,Tablet,Email Campaign,True,False,False,,0,0,Rare,29.28,Free,Free,,0,46,2026-01-19,Churned,Inactive User
3377,2026-04-21,2026-04,Australia,Mobile,Direct,True,True,True,Task Management,147,235,Weekly,5.23,Free,Free,,0,180,2026-04-24,Active,Active User
3378,2026-03-31,2026-03,UK,Mobile,LinkedIn,False,False,False,,0,0,Rare,25.83,Free,Free,,0,326,2026-05-21,Active,Active User
3379,2025-08-21,2025-08,Australia,Mobile,Referral,False,False,False,,0,0,Rare,22.31,Free,Free,,0,217,2026-04-02,Churned,Inactive User
3380,2025-12-20,2025-12,Canada,Tablet,LinkedIn,True,True,False,,0,0,Rare,36.5,Free,Free,,0,218,2026-02-18,Churned,Inactive User
3381,2025-07-08,2025-07,Australia,Mobile,Organic Search,True,True,True,Calendar Integration,85,235,Daily,58.9,Premium,Pro,2025-08-07,50,67,2026-02-19,Churned,Inactive User
3382,2026-02-17,2026-02,Germany,Desktop,Google Ads,True,True,True,Task Management,31,398,Monthly,30.19,Free,Free,,0,326,2026-05-07,Active,Active User
3383,2026-05-11,2026-05,UK,Tablet,Referral,True,False,False,,0,0,Rare,9.27,Free,Free,,0,345,2026-01-06,Churned,Inactive User
3384,2025-12-16,2025-12,USA,Mobile,Organic Search,True,False,False,,0,0,Rare,33.86,Free,Free,,0,267,2026-05-17,Active,Active User
3385,2025-11-08,2025-11,Canada,Tablet,LinkedIn,True,False,False,,0,0,Rare,73.84,Premium,Basic,2025-11-24,30,78,2026-04-24,Active,Active User
3386,2026-01-31,2026-01,Canada,Desktop,Direct,True,True,True,Calendar Integration,192,377,Weekly,20.87,Free,Free,,0,43,2026-05-05,Active,Active User
3387,2025-09-13,2025-09,India,Desktop,Organic Search,True,True,False,,0,0,Rare,28.84,Free,Free,,0,289,2026-05-11,Active,Active User
3388,2026-02-23,2026-02,India,Mobile,Referral,True,True,True,Workflow Automation,108,460,Weekly,29.83,Free,Free,,0,69,2026-04-23,Active,Active User
3389,2026-03-13,2026-03,India,Desktop,Referral,False,False,False,,0,0,Rare,8.16,Free,Free,,0,199,2026-02-20,Churned,Inactive User
3390,2026-04-08,2026-04,India,Tablet,Organic Search,True,False,False,,0,0,Rare,5.56,Free,Free,,0,246,2026-05-03,Active,Active User
3391,2025-06-06,2025-06,Canada,Mobile,LinkedIn,False,False,False,,0,0,Rare,30.83,Free,Free,,0,75,2026-03-16,Churned,Inactive User
3392,2026-05-07,2026-05,Germany,Tablet,Direct,True,True,True,File Sharing,93,470,Weekly,6.69,Free,Free,,0,182,2026-02-25,Churned,Inactive User
3393,2025-10-11,2025-10,India,Tablet,LinkedIn,False,False,False,,0,0,Rare,57.16,Premium,Enterprise,2025-11-23,30,89,2026-01-12,Churned,Inactive User
3394,2025-07-05,2025-07,USA,Desktop,Organic Search,True,False,False,,0,0,Rare,41.94,Free,Free,,0,141,2025-12-03,Churned,Inactive User
3395,2025-09-21,2025-09,Canada,Tablet,Direct,False,False,False,,0,0,Rare,9.34,Free,Free,,0,341,2026-05-17,Active,Active User
3396,2026-01-25,2026-01,USA,Tablet,LinkedIn,True,True,True,Analytics Dashboard,128,106,Daily,7.58,Free,Free,,0,252,2025-12-06,Churned,Inactive User
3397,2026-04-21,2026-04,Australia,Mobile,Organic Search,True,False,False,,0,0,Rare,10.67,Free,Free,,0,170,2026-05-11,Active,Active User
3398,2026-02-23,2026-02,India,Desktop,Referral,True,True,True,File Sharing,12,204,Monthly,23.1,Free,Free,,0,217,2026-04-28,Active,Active User
3399,2026-04-01,2026-04,Germany,Mobile,Google Ads,True,True,True,Calendar Integration,59,442,Monthly,8.34,Free,Free,,0,343,2026-01-19,Churned,Inactive User
3400,2026-04-05,2026-04,Australia,Tablet,Google Ads,True,True,False,,0,0,Rare,81.58,Premium,Pro,2026-05-23,30,58,2026-01-02,Churned,Inactive User
3401,2025-09-29,2025-09,Germany,Tablet,Referral,True,True,True,File Sharing,61,189,Weekly,20.96,Free,Free,,0,81,2026-05-16,Active,Active User
3402,2025-06-30,2025-06,India,Mobile,Email Campaign,True,True,True,Calendar Integration,64,397,Weekly,20.97,Free,Free,,0,313,2026-04-23,Active,Active User
3403,2026-04-26,2026-04,USA,Desktop,Organic Search,True,False,False,,0,0,Rare,50.65,Premium,Enterprise,2026-06-03,20,105,2025-12-02,Churned,Inactive User
3404,2025-09-12,2025-09,UK,Desktop,Direct,True,False,False,,0,0,Rare,77.54,Premium,Enterprise,2025-11-04,10,20,2026-05-13,Active,Active User
3405,2025-07-28,2025-07,Canada,Tablet,Referral,True,True,True,Analytics Dashboard,38,79,Weekly,8.87,Free,Free,,0,356,2026-05-06,Active,Active User
3406,2025-11-23,2025-11,Canada,Mobile,Organic Search,True,True,True,Task Management,115,16,Daily,36.93,Free,Free,,0,315,2026-04-26,Active,Active User
3407,2025-06-17,2025-06,Germany,Desktop,Organic Search,True,True,False,,0,0,Rare,32.33,Free,Free,,0,25,2026-04-25,Active,Active User
3408,2025-11-06,2025-11,USA,Desktop,Email Campaign,True,True,True,Analytics Dashboard,45,342,Daily,17.53,Free,Free,,0,309,2026-03-27,Churned,Inactive User
3409,2026-01-04,2026-01,Germany,Tablet,Google Ads,True,True,True,Calendar Integration,94,295,Weekly,78.96,Premium,Pro,2026-01-18,10,187,2026-04-02,Churned,Inactive User
3410,2025-07-27,2025-07,USA,Tablet,Referral,False,False,False,,0,0,Rare,39.49,Free,Free,,0,66,2026-02-19,Churned,Inactive User
3411,2025-09-30,2025-09,USA,Tablet,Email Campaign,True,True,True,Analytics Dashboard,37,326,Monthly,25.27,Premium,Basic,2025-10-14,30,318,2026-05-15,Active,Active User
3412,2026-01-16,2026-01,UK,Tablet,Organic Search,True,True,True,File Sharing,59,222,Daily,76.39,Premium,Enterprise,2026-03-02,10,244,2026-04-25,Active,Active User
3413,2025-06-30,2025-06,UK,Tablet,Referral,True,True,False,,0,0,Rare,17.78,Free,Free,,0,61,2026-05-05,Active,Active User
3414,2026-02-28,2026-02,India,Tablet,Google Ads,False,False,False,,0,0,Rare,23.61,Free,Free,,0,325,2026-05-07,Active,Active User
3415,2025-11-08,2025-11,Canada,Mobile,Google Ads,True,False,False,,0,0,Rare,54.68,Premium,Pro,2025-12-07,30,78,2026-05-19,Active,Active User
3416,2026-03-30,2026-03,Australia,Desktop,Direct,True,False,False,,0,0,Rare,12.33,Free,Free,,0,237,2026-01-30,Churned,Inactive User
3417,2026-04-25,2026-04,USA,Desktop,Google Ads,True,False,False,,0,0,Rare,23.95,Free,Free,,0,194,2026-01-19,Churned,Inactive User
3418,2025-07-23,2025-07,UK,Desktop,Organic Search,True,True,False,,0,0,Rare,16.0,Free,Free,,0,32,2026-04-28,Active,Active User
3419,2026-05-20,2026-05,Germany,Tablet,Referral,True,True,True,Task Management,188,413,Monthly,16.2,Free,Free,,0,72,2026-05-01,Active,Active User
3420,2025-09-10,2025-09,Australia,Desktop,LinkedIn,True,True,True,File Sharing,40,118,Monthly,22.02,Free,Free,,0,253,2026-04-25,Active,Active User
3421,2025-10-10,2025-10,Germany,Desktop,Referral,True,True,True,Team Collaboration,65,309,Daily,70.89,Premium,Basic,2025-11-23,10,76,2026-04-25,Active,Active User
3422,2025-10-21,2025-10,USA,Desktop,Email Campaign,False,False,False,,0,0,Rare,20.68,Free,Free,,0,231,2026-05-03,Active,Active User
3423,2026-02-18,2026-02,UK,Desktop,Email Campaign,False,False,False,,0,0,Rare,78.61,Premium,Enterprise,2026-02-22,50,356,2026-04-29,Active,Active User
3424,2026-02-12,2026-02,Canada,Tablet,Email Campaign,False,False,False,,0,0,Rare,5.36,Free,Free,,0,203,2026-05-06,Active,Active User
